study,data_source,sub_id,from,to,from_face,to_face,edge,choice,confidence,rt_choice,rt_confidence
randomwalks,lab,1,1,10,CFD-LM-241-125-N.jpg,CFD-WF-247-065-N.jpg,0,1,2,29848.919999989448,3172.5900000019465
randomwalks,lab,1,3,4,CFD-WF-243-148-N.jpg,CFD-LF-254-125-N.jpg,1,1,3,4670.905000006314,945.529999997234
randomwalks,lab,1,1,9,CFD-LM-241-125-N.jpg,CFD-BM-246-192-N.jpg,0,0,2,3804.130000004079,2682.184999983292
randomwalks,lab,1,5,11,CFD-AF-252-135-N.jpg,CFD-BF-207-004-N.jpg,0,0,2,3687.390000006417,901.0750000015832
randomwalks,lab,1,5,13,CFD-AF-252-135-N.jpg,CFD-LF-214-090-N.jpg,0,0,2,3557.2099999990314,467.239999998128
randomwalks,lab,1,2,4,CFD-BF-221-223-N.jpg,CFD-LF-254-125-N.jpg,1,1,4,2521.85499999905,1527.2200000181329
randomwalks,lab,1,2,5,CFD-BF-221-223-N.jpg,CFD-AF-252-135-N.jpg,0,0,1,19947.329999995414,1169.7599999897648
randomwalks,lab,1,12,13,CFD-BM-203-001-N.jpg,CFD-LF-214-090-N.jpg,1,0,2,8868.699999991804,434.45500000962056
randomwalks,lab,1,3,11,CFD-WF-243-148-N.jpg,CFD-BF-207-004-N.jpg,0,1,3,2882.019999990007,632.3400000110269
randomwalks,lab,1,7,8,CFD-WM-237-052-N.jpg,CFD-AM-220-134-N.jpg,0,1,2,4704.559999983758,1753.9300000062212
randomwalks,lab,1,7,10,CFD-WF-247-065-N.jpg,CFD-AM-220-134-N.jpg,0,1,2,16246.185000025434,927.3699999903328
randomwalks,lab,1,6,12,CFD-AM-203-086-N.jpg,CFD-BM-203-001-N.jpg,0,0,2,17651.129999983823,908.4049999946728
randomwalks,lab,1,3,6,CFD-WF-243-148-N.jpg,CFD-AM-203-086-N.jpg,0,0,2,6621.060000004945,399.42500001052395
randomwalks,lab,1,2,9,CFD-BF-221-223-N.jpg,CFD-BM-246-192-N.jpg,0,0,2,5557.354999997187,371.27000000327826
randomwalks,lab,1,4,10,CFD-LF-254-125-N.jpg,CFD-WF-247-065-N.jpg,0,1,3,1755.8000000135507,1253.0399999814108
randomwalks,lab,1,9,11,CFD-BM-246-192-N.jpg,CFD-BF-207-004-N.jpg,1,1,2,3607.8750000160658,836.314999993192
randomwalks,lab,1,8,12,CFD-WM-237-052-N.jpg,CFD-BM-203-001-N.jpg,0,1,2,23133.6650000012,798.5249999910593
randomwalks,lab,1,9,13,CFD-BM-246-192-N.jpg,CFD-LF-214-090-N.jpg,0,1,3,5533.529999986058,2006.3350000127684
randomwalks,lab,1,1,12,CFD-LM-241-125-N.jpg,CFD-BM-203-001-N.jpg,0,0,2,4356.345000007423,432.3300000105519
randomwalks,lab,1,1,13,CFD-LM-241-125-N.jpg,CFD-LF-214-090-N.jpg,0,0,2,20679.464999993797,482.55000001518056
randomwalks,lab,1,8,9,CFD-WM-237-052-N.jpg,CFD-BM-246-192-N.jpg,1,1,3,1874.0499999839813,1229.7250000119675
randomwalks,lab,1,10,13,CFD-WF-247-065-N.jpg,CFD-LF-214-090-N.jpg,0,0,2,5674.579999991693,392.4649999826215
randomwalks,lab,1,3,8,CFD-WM-237-052-N.jpg,CFD-WF-243-148-N.jpg,0,1,4,2443.4499999913387,1348.4750000061467
randomwalks,lab,1,8,10,CFD-WM-237-052-N.jpg,CFD-WF-247-065-N.jpg,1,0,4,4238.920000003185,564.5249999947846
randomwalks,lab,1,5,8,CFD-WM-237-052-N.jpg,CFD-AF-252-135-N.jpg,0,0,2,28191.170000005513,336.6250000251457
randomwalks,lab,1,7,9,CFD-BM-246-192-N.jpg,CFD-AM-220-134-N.jpg,0,1,3,6092.8699999935925,1057.6099999891594
randomwalks,lab,1,8,13,CFD-WM-237-052-N.jpg,CFD-LF-214-090-N.jpg,0,0,2,3168.529999995604,512.1799999908544
randomwalks,lab,1,5,9,CFD-BM-246-192-N.jpg,CFD-AF-252-135-N.jpg,0,0,2,4850.884999992792,408.094999991823
randomwalks,lab,1,2,10,CFD-BF-221-223-N.jpg,CFD-WF-247-065-N.jpg,0,1,3,3123.430000006687,757.7499999897555
randomwalks,lab,1,2,11,CFD-BF-221-223-N.jpg,CFD-BF-207-004-N.jpg,0,1,4,2997.1300000036135,635.370000003837
randomwalks,lab,1,5,7,CFD-AF-252-135-N.jpg,CFD-AM-220-134-N.jpg,1,1,4,5037.219999998342,278.05500000249594
randomwalks,lab,1,10,12,CFD-WF-247-065-N.jpg,CFD-BM-203-001-N.jpg,1,1,4,1433.114999992773,529.9999999990687
randomwalks,lab,1,9,12,CFD-BM-246-192-N.jpg,CFD-BM-203-001-N.jpg,0,0,2,20600.964999990538,265.1699999985285
randomwalks,lab,1,1,2,CFD-LM-241-125-N.jpg,CFD-BF-221-223-N.jpg,1,1,4,2583.6600000038743,1066.1350000011737
randomwalks,lab,1,2,13,CFD-BF-221-223-N.jpg,CFD-LF-214-090-N.jpg,0,1,3,1657.3299999875017,411.44500000495464
randomwalks,lab,1,1,4,CFD-LM-241-125-N.jpg,CFD-LF-254-125-N.jpg,0,1,3,3724.4099999950263,347.6549999904819
randomwalks,lab,1,4,13,CFD-LF-254-125-N.jpg,CFD-LF-214-090-N.jpg,0,0,2,2470.694999996107,369.6049999850802
randomwalks,lab,1,5,12,CFD-AF-252-135-N.jpg,CFD-BM-203-001-N.jpg,0,0,2,28677.265000006184,271.32500000856817
randomwalks,lab,1,6,9,CFD-BM-246-192-N.jpg,CFD-AM-203-086-N.jpg,0,0,1,1529.619999986142,796.7950000022538
randomwalks,lab,1,7,12,CFD-BM-203-001-N.jpg,CFD-AM-220-134-N.jpg,0,1,3,2536.1350000025705,404.0050000185147
randomwalks,lab,1,10,11,CFD-WF-247-065-N.jpg,CFD-BF-207-004-N.jpg,0,1,3,4227.405000012368,444.4950000029057
randomwalks,lab,1,6,8,CFD-WM-237-052-N.jpg,CFD-AM-203-086-N.jpg,0,1,3,2112.584999995306,322.02500000130385
randomwalks,lab,1,2,3,CFD-BF-221-223-N.jpg,CFD-WF-243-148-N.jpg,1,1,4,1938.0200000014156,602.9249999849126
randomwalks,lab,1,2,6,CFD-BF-221-223-N.jpg,CFD-AM-203-086-N.jpg,0,0,2,5000.785000011325,468.1099999872968
randomwalks,lab,1,11,13,CFD-BF-207-004-N.jpg,CFD-LF-214-090-N.jpg,1,0,2,2809.4099999871105,1731.0249999864027
randomwalks,lab,1,6,10,CFD-WF-247-065-N.jpg,CFD-AM-203-086-N.jpg,0,1,3,11788.870000018738,378.6450000186451
randomwalks,lab,1,2,7,CFD-BF-221-223-N.jpg,CFD-AM-220-134-N.jpg,0,1,2,4606.185000011232,884.0400000042282
randomwalks,lab,1,1,5,CFD-LM-241-125-N.jpg,CFD-AF-252-135-N.jpg,0,1,3,8082.675000012852,1721.6350000239909
randomwalks,lab,1,4,9,CFD-LF-254-125-N.jpg,CFD-BM-246-192-N.jpg,0,0,2,7193.0649999994785,1108.9649999924004
randomwalks,lab,1,3,7,CFD-WF-243-148-N.jpg,CFD-AM-220-134-N.jpg,0,1,3,2614.919999992475,313.460000005085
randomwalks,lab,1,3,13,CFD-WF-243-148-N.jpg,CFD-LF-214-090-N.jpg,0,1,3,3661.85500001302,442.7150000119582
randomwalks,lab,1,6,7,CFD-AM-203-086-N.jpg,CFD-AM-220-134-N.jpg,1,1,3,32219.795000011567,669.9899999951012
randomwalks,lab,1,6,13,CFD-AM-203-086-N.jpg,CFD-LF-214-090-N.jpg,0,0,2,3460.5349999913014,599.1450000144541
randomwalks,lab,1,2,12,CFD-BF-221-223-N.jpg,CFD-BM-203-001-N.jpg,0,0,2,5581.139999995008,287.95500000659376
randomwalks,lab,1,4,5,CFD-LF-254-125-N.jpg,CFD-AF-252-135-N.jpg,1,0,3,3707.1050000083633,1246.4449999970384
randomwalks,lab,1,3,5,CFD-WF-243-148-N.jpg,CFD-AF-252-135-N.jpg,1,1,3,1986.3949999851177,952.40000000922
randomwalks,lab,1,4,11,CFD-LF-254-125-N.jpg,CFD-BF-207-004-N.jpg,0,0,3,2712.5200000014156,687.5200000065379
randomwalks,lab,1,7,11,CFD-BF-207-004-N.jpg,CFD-AM-220-134-N.jpg,0,0,3,63935.01000001561,1145.9999999785796
randomwalks,lab,1,4,6,CFD-LF-254-125-N.jpg,CFD-AM-203-086-N.jpg,1,0,2,2074.82000000868,501.9000000031665
randomwalks,lab,1,1,11,CFD-LM-241-125-N.jpg,CFD-BF-207-004-N.jpg,0,1,3,1904.5200000111945,353.1900000232272
randomwalks,lab,1,5,10,CFD-WF-247-065-N.jpg,CFD-AF-252-135-N.jpg,0,1,3,1726.0049999752082,304.99999999348074
randomwalks,lab,1,4,7,CFD-LF-254-125-N.jpg,CFD-AM-220-134-N.jpg,0,1,2,7906.230000022333,924.6250000144356
randomwalks,lab,1,1,8,CFD-LM-241-125-N.jpg,CFD-WM-237-052-N.jpg,1,0,2,2057.6250000158325,276.93999998131767
randomwalks,lab,1,1,6,CFD-LM-241-125-N.jpg,CFD-AM-203-086-N.jpg,0,1,3,2012.5649999827149,661.504999996163
randomwalks,lab,1,6,11,CFD-AM-203-086-N.jpg,CFD-BF-207-004-N.jpg,0,0,2,1914.859999989625,342.0650000041351
randomwalks,lab,1,3,10,CFD-WF-243-148-N.jpg,CFD-WF-247-065-N.jpg,0,0,3,2839.799999986775,1447.7549999719486
randomwalks,lab,1,7,13,CFD-AM-220-134-N.jpg,CFD-LF-214-090-N.jpg,0,1,2,7596.819999977015,1208.4800000013784
randomwalks,lab,1,5,6,CFD-AF-252-135-N.jpg,CFD-AM-203-086-N.jpg,0,1,3,22081.620000011288,857.4199999859557
randomwalks,lab,1,4,12,CFD-LF-254-125-N.jpg,CFD-BM-203-001-N.jpg,0,1,3,5743.679999984801,278.2650000010617
randomwalks,lab,1,4,8,CFD-WM-237-052-N.jpg,CFD-LF-254-125-N.jpg,0,0,2,2387.1800000197254,247.1650000079535
randomwalks,lab,1,11,12,CFD-BF-207-004-N.jpg,CFD-BM-203-001-N.jpg,1,0,2,2577.81499999715,224.90000000130385
randomwalks,lab,1,3,12,CFD-WF-243-148-N.jpg,CFD-BM-203-001-N.jpg,0,1,1,3968.0700000026263,1070.2199999941513
randomwalks,lab,1,1,3,CFD-LM-241-125-N.jpg,CFD-WF-243-148-N.jpg,0,1,3,11255.760000000242,342.09499999973923
randomwalks,lab,1,1,7,CFD-LM-241-125-N.jpg,CFD-AM-220-134-N.jpg,0,1,4,3818.150000006892,610.3250000160187
randomwalks,lab,1,8,11,CFD-WM-237-052-N.jpg,CFD-BF-207-004-N.jpg,0,0,1,29652.53500000108,763.550000003539
randomwalks,lab,1,3,9,CFD-WF-243-148-N.jpg,CFD-BM-246-192-N.jpg,0,1,4,2310.870000015944,448.0899999910034
randomwalks,lab,1,2,8,CFD-BF-221-223-N.jpg,CFD-WM-237-052-N.jpg,0,0,2,1635.515000001993,322.905000008177
randomwalks,lab,1,9,10,CFD-BM-246-192-N.jpg,CFD-WF-247-065-N.jpg,0,1,3,1819.1100000115111,417.1349999960512
randomwalks,prolific,2,3,4,CFD-LM-214-165-N.jpg,CFD-WF-247-065-N.jpg,1,0,2,3714.6900000006426,2127.420000000624
randomwalks,prolific,2,3,9,CFD-LM-214-165-N.jpg,CFD-AM-234-355-N.jpg,0,1,4,2727.989999999525,1358.8049999999348
randomwalks,prolific,2,3,5,CFD-LM-214-165-N.jpg,CFD-BM-226-276-N.jpg,1,0,2,3693.955000002403,1284.0450000001583
randomwalks,prolific,2,2,8,CFD-AM-207-108-N.jpg,CFD-BM-229-209-N.jpg,0,1,3,5004.325000001816,1268.3350000006612
randomwalks,prolific,2,7,12,CFD-BF-235-168-N.jpg,CFD-WM-239-128-N.jpg,0,0,1,2173.0849999985658,935.1549999990966
randomwalks,prolific,2,3,10,CFD-LM-214-165-N.jpg,CFD-LF-201-035-N.jpg,0,0,2,3091.7249999984633,943.6050000002142
randomwalks,prolific,2,4,7,CFD-WF-247-065-N.jpg,CFD-WM-239-128-N.jpg,0,0,2,2336.959999996936,966.8149999997112
randomwalks,prolific,2,2,5,CFD-AM-207-108-N.jpg,CFD-BM-226-276-N.jpg,0,1,3,4123.084999999264,739.7800000000279
randomwalks,prolific,2,5,8,CFD-BM-229-209-N.jpg,CFD-BM-226-276-N.jpg,0,0,1,2070.359999998007,2535.8549999981187
randomwalks,prolific,2,1,4,CFD-LF-229-164-N.jpg,CFD-WF-247-065-N.jpg,0,1,3,2359.755000001285,883.3149999990128
randomwalks,prolific,2,8,13,CFD-BM-229-209-N.jpg,CFD-BF-221-223-N.jpg,0,0,2,2066.849999999394,654.679999999702
randomwalks,prolific,2,5,12,CFD-BM-226-276-N.jpg,CFD-BF-235-168-N.jpg,0,0,2,1916.9700000020675,967.1100000014994
randomwalks,prolific,2,10,13,CFD-LF-201-035-N.jpg,CFD-BF-221-223-N.jpg,0,1,3,3200.055000001099,510.81999999959953
randomwalks,prolific,2,3,6,CFD-LM-214-165-N.jpg,CFD-AF-229-160-N.jpg,0,0,2,2980.4199999999255,1067.7900000009686
randomwalks,prolific,2,4,5,CFD-WF-247-065-N.jpg,CFD-BM-226-276-N.jpg,1,0,2,3063.7800000002608,654.3000000019092
randomwalks,prolific,2,8,12,CFD-BM-229-209-N.jpg,CFD-BF-235-168-N.jpg,0,0,2,2962.2950000013225,995.3899999998976
randomwalks,prolific,2,9,12,CFD-AM-234-355-N.jpg,CFD-BF-235-168-N.jpg,0,0,2,2930.759999999311,574.4749999977648
randomwalks,prolific,2,4,10,CFD-WF-247-065-N.jpg,CFD-LF-201-035-N.jpg,0,1,3,2252.5549999990035,595.2699999979232
randomwalks,prolific,2,4,6,CFD-WF-247-065-N.jpg,CFD-AF-229-160-N.jpg,1,0,2,2235.9099999994505,887.0500000009779
randomwalks,prolific,2,3,12,CFD-LM-214-165-N.jpg,CFD-BF-235-168-N.jpg,0,0,2,2274.0550000015646,483.64499999652617
randomwalks,prolific,2,2,3,CFD-AM-207-108-N.jpg,CFD-LM-214-165-N.jpg,1,1,4,2811.6000000007916,935.274999999674
randomwalks,prolific,2,5,10,CFD-LF-201-035-N.jpg,CFD-BM-226-276-N.jpg,0,0,2,1809.9750000000931,467.93999999878
randomwalks,prolific,2,6,9,CFD-AM-234-355-N.jpg,CFD-AF-229-160-N.jpg,0,0,2,2928.175000000978,526.9999999981374
randomwalks,prolific,2,3,7,CFD-LM-214-165-N.jpg,CFD-WM-239-128-N.jpg,0,0,2,2989.6349999981467,515.9999999997672
randomwalks,prolific,2,1,3,CFD-LF-229-164-N.jpg,CFD-LM-214-165-N.jpg,0,1,3,2215.954999999609,615.0950000009034
randomwalks,prolific,2,7,13,CFD-WM-239-128-N.jpg,CFD-BF-221-223-N.jpg,0,0,2,1565.1099999996368,1583.2599999995437
randomwalks,prolific,2,9,13,CFD-AM-234-355-N.jpg,CFD-BF-221-223-N.jpg,0,0,2,3547.6699999999255,1158.9449999993667
randomwalks,prolific,2,8,11,CFD-BM-229-209-N.jpg,CFD-WF-211-001-N.jpg,0,1,4,2345.2199999992736,803.3500000019558
randomwalks,prolific,2,4,8,CFD-BM-229-209-N.jpg,CFD-WF-247-065-N.jpg,0,1,4,2073.650000002235,1038.9550000000745
randomwalks,prolific,2,1,5,CFD-LF-229-164-N.jpg,CFD-BM-226-276-N.jpg,0,1,3,3210.0900000005495,1251.4950000003446
randomwalks,prolific,2,5,13,CFD-BM-226-276-N.jpg,CFD-BF-221-223-N.jpg,0,0,2,1785.3400000021793,903.0850000018254
randomwalks,prolific,2,3,13,CFD-LM-214-165-N.jpg,CFD-BF-221-223-N.jpg,0,0,2,3038.389999998035,667.5200000025798
randomwalks,prolific,2,6,11,CFD-AF-229-160-N.jpg,CFD-WF-211-001-N.jpg,0,0,2,2553.6399999982677,511.1800000013318
randomwalks,prolific,2,6,13,CFD-AF-229-160-N.jpg,CFD-BF-221-223-N.jpg,0,0,2,2413.5500000012107,502.93500000052154
randomwalks,prolific,2,1,10,CFD-LF-229-164-N.jpg,CFD-LF-201-035-N.jpg,0,0,2,3231.2399999974295,447.18999999878
randomwalks,prolific,2,10,11,CFD-LF-201-035-N.jpg,CFD-WF-211-001-N.jpg,0,0,2,2272.5649999994785,1531.6450000028126
randomwalks,prolific,2,8,9,CFD-BM-229-209-N.jpg,CFD-AM-234-355-N.jpg,1,1,4,2607.7100000001956,630.9150000014342
randomwalks,prolific,2,4,13,CFD-WF-247-065-N.jpg,CFD-BF-221-223-N.jpg,0,0,2,3596.9200000001583,595.8449999999721
randomwalks,prolific,2,7,11,CFD-WF-211-001-N.jpg,CFD-WM-239-128-N.jpg,0,0,2,2715.2249999998603,1175.159999998752
randomwalks,prolific,2,5,6,CFD-BM-226-276-N.jpg,CFD-AF-229-160-N.jpg,0,0,3,2661.2449999991804,2707.084999998333
randomwalks,prolific,2,5,7,CFD-BM-226-276-N.jpg,CFD-WM-239-128-N.jpg,1,1,3,2316.0749999987893,999.0600000019184
randomwalks,prolific,2,9,11,CFD-AM-234-355-N.jpg,CFD-WF-211-001-N.jpg,1,1,3,5781.719999998808,1417.7700000000186
randomwalks,prolific,2,1,6,CFD-LF-229-164-N.jpg,CFD-AF-229-160-N.jpg,0,0,2,3708.8500000026543,1039.1849999977276
randomwalks,prolific,2,6,12,CFD-AF-229-160-N.jpg,CFD-BF-235-168-N.jpg,0,0,2,2149.020000000717,603.0750000025146
randomwalks,prolific,2,3,11,CFD-LM-214-165-N.jpg,CFD-WF-211-001-N.jpg,0,0,2,9678.51999999769,483.12499999883585
randomwalks,prolific,2,5,11,CFD-BM-226-276-N.jpg,CFD-WF-211-001-N.jpg,0,0,2,5183.909999999916,854.6300000017509
randomwalks,prolific,2,7,8,CFD-BM-229-209-N.jpg,CFD-WM-239-128-N.jpg,0,0,2,2750.8200000012293,518.6700000013225
randomwalks,prolific,2,1,13,CFD-LF-229-164-N.jpg,CFD-BF-221-223-N.jpg,0,1,3,2111.73000000068,742.6249999990687
randomwalks,prolific,2,2,12,CFD-AM-207-108-N.jpg,CFD-BF-235-168-N.jpg,0,0,2,3297.6049999997485,1321.2849999982864
randomwalks,prolific,2,7,9,CFD-AM-234-355-N.jpg,CFD-WM-239-128-N.jpg,0,0,2,2629.2150000007823,367.1450000000186
randomwalks,prolific,2,1,2,CFD-LF-229-164-N.jpg,CFD-AM-207-108-N.jpg,1,1,3,2903.9950000005774,427.17999999877065
randomwalks,prolific,2,12,13,CFD-BF-235-168-N.jpg,CFD-BF-221-223-N.jpg,1,1,4,1921.6300000008196,534.5349999989849
randomwalks,prolific,2,6,10,CFD-LF-201-035-N.jpg,CFD-AF-229-160-N.jpg,0,0,2,6180.844999998808,2058.670000002021
randomwalks,prolific,2,1,7,CFD-LF-229-164-N.jpg,CFD-WM-239-128-N.jpg,0,0,3,3606.289999999805,2639.275000001304
randomwalks,prolific,2,2,11,CFD-AM-207-108-N.jpg,CFD-WF-211-001-N.jpg,0,1,3,4886.010000002105,486.68500000354834
randomwalks,prolific,2,1,9,CFD-LF-229-164-N.jpg,CFD-AM-234-355-N.jpg,0,0,3,3709.160000002245,746.2850000010803
randomwalks,prolific,2,2,13,CFD-AM-207-108-N.jpg,CFD-BF-221-223-N.jpg,0,0,2,6109.814999999711,1226.515000001993
randomwalks,prolific,2,6,8,CFD-BM-229-209-N.jpg,CFD-AF-229-160-N.jpg,0,0,2,3496.6149999999907,591.1400000003632
randomwalks,prolific,2,2,4,CFD-AM-207-108-N.jpg,CFD-WF-247-065-N.jpg,1,1,4,1995.380000000354,935.0699999995996
randomwalks,prolific,2,11,12,CFD-WF-211-001-N.jpg,CFD-BF-235-168-N.jpg,1,0,2,2865.4150000000373,1582.2299999999814
randomwalks,prolific,2,3,8,CFD-BM-229-209-N.jpg,CFD-LM-214-165-N.jpg,0,0,2,4119.954999998212,689.5299999997951
randomwalks,prolific,2,1,12,CFD-LF-229-164-N.jpg,CFD-BF-235-168-N.jpg,0,0,2,1932.0349999980535,423.08000000054017
randomwalks,prolific,2,9,10,CFD-AM-234-355-N.jpg,CFD-LF-201-035-N.jpg,0,0,2,3795.689999999013,374.83000000054017
randomwalks,prolific,2,4,9,CFD-WF-247-065-N.jpg,CFD-AM-234-355-N.jpg,0,1,3,3416.9450000007637,1210.7249999972992
randomwalks,prolific,2,4,11,CFD-WF-247-065-N.jpg,CFD-WF-211-001-N.jpg,0,1,4,3007.989999998361,598.7100000020582
randomwalks,prolific,2,6,7,CFD-AF-229-160-N.jpg,CFD-WM-239-128-N.jpg,1,0,2,4750.379999997793,666.260000001872
randomwalks,prolific,2,2,7,CFD-AM-207-108-N.jpg,CFD-WM-239-128-N.jpg,0,0,2,3931.7200000004377,478.5749999973923
randomwalks,prolific,2,8,10,CFD-BM-229-209-N.jpg,CFD-LF-201-035-N.jpg,1,1,4,2736.6499999987427,751.8600000001024
randomwalks,prolific,2,5,9,CFD-AM-234-355-N.jpg,CFD-BM-226-276-N.jpg,0,0,2,2413.6949999993667,438.6449999983888
randomwalks,prolific,2,1,11,CFD-LF-229-164-N.jpg,CFD-WF-211-001-N.jpg,0,0,2,2301.305000000866,558.8249999999534
randomwalks,prolific,2,4,12,CFD-WF-247-065-N.jpg,CFD-BF-235-168-N.jpg,0,1,3,2706.9449999979697,582.5049999984913
randomwalks,prolific,2,2,6,CFD-AM-207-108-N.jpg,CFD-AF-229-160-N.jpg,0,0,3,8370.155000000494,2238.93500000122
randomwalks,prolific,2,1,8,CFD-LF-229-164-N.jpg,CFD-BM-229-209-N.jpg,1,1,3,4722.115000000456,775.0300000007264
randomwalks,prolific,2,2,10,CFD-AM-207-108-N.jpg,CFD-LF-201-035-N.jpg,0,0,2,5759.834999996936,390.83000000030734
randomwalks,prolific,2,11,13,CFD-WF-211-001-N.jpg,CFD-BF-221-223-N.jpg,1,1,3,5637.804999998538,822.9900000004563
randomwalks,prolific,2,2,9,CFD-AM-207-108-N.jpg,CFD-AM-234-355-N.jpg,0,0,3,1970.589999997057,1567.6999999997206
randomwalks,prolific,2,10,12,CFD-LF-201-035-N.jpg,CFD-BF-235-168-N.jpg,1,1,4,4765.66000000108,766.2149999996182
randomwalks,prolific,2,7,10,CFD-LF-201-035-N.jpg,CFD-WM-239-128-N.jpg,0,0,2,2325.290000000503,630.6899999980815
randomwalks,prolific,3,8,13,CFD-AM-234-355-N.jpg,CFD-LM-253-075-N.jpg,0,1,3,4154.0999999996275,1804.659999994561
randomwalks,prolific,3,4,6,CFD-LF-254-125-N.jpg,CFD-BM-237-188-N.jpg,1,1,2,3747.38999998942,3228.2200000046287
randomwalks,prolific,3,3,10,CFD-AF-205-155-N.jpg,CFD-WF-252-159-N.jpg,0,1,2,7007.020000004442,1620.5900000059046
randomwalks,prolific,3,3,12,CFD-AF-205-155-N.jpg,CFD-BM-205-001-N.jpg,0,1,3,10744.845000008354,5742.044999991544
randomwalks,prolific,3,4,10,CFD-LF-254-125-N.jpg,CFD-WF-252-159-N.jpg,0,1,3,5784.840000007302,525.7700000074692
randomwalks,prolific,3,8,9,CFD-AM-234-355-N.jpg,CFD-WM-235-147-N.jpg,1,1,3,1628.209999995306,725.5000000004657
randomwalks,prolific,3,12,13,CFD-BM-205-001-N.jpg,CFD-LM-253-075-N.jpg,1,1,3,2397.3550000081304,452.6499999919906
randomwalks,prolific,3,6,10,CFD-WF-252-159-N.jpg,CFD-BM-237-188-N.jpg,0,1,3,3130.3650000046473,460.2850000082981
randomwalks,prolific,3,4,12,CFD-LF-254-125-N.jpg,CFD-BM-205-001-N.jpg,0,1,3,3649.810000002384,636.7699999974575
randomwalks,prolific,3,1,2,CFD-WM-238-020-N.jpg,CFD-AM-202-079-N.jpg,1,1,3,1905.4400000022724,413.6499999875669
randomwalks,prolific,3,4,11,CFD-LF-254-125-N.jpg,CFD-BF-247-179-N.jpg,0,1,3,3629.100000005681,348.31499999552034
randomwalks,prolific,3,9,11,CFD-WM-235-147-N.jpg,CFD-BF-247-179-N.jpg,1,0,1,3771.47500000149,2612.804999996908
randomwalks,prolific,3,10,12,CFD-WF-252-159-N.jpg,CFD-BM-205-001-N.jpg,1,0,1,4994.310000009369,636.1100000066217
randomwalks,prolific,3,2,11,CFD-AM-202-079-N.jpg,CFD-BF-247-179-N.jpg,0,0,1,2702.600000004284,293.66999999899417
randomwalks,prolific,3,5,11,CFD-LM-249-001-N.jpg,CFD-BF-247-179-N.jpg,0,0,1,3900.7049999928568,292.77500000898726
randomwalks,prolific,3,3,9,CFD-AF-205-155-N.jpg,CFD-WM-235-147-N.jpg,0,1,3,2446.530000001192,700.9249999972526
randomwalks,prolific,3,3,8,CFD-AM-234-355-N.jpg,CFD-AF-205-155-N.jpg,0,1,3,3199.8050000113435,812.724999996135
randomwalks,prolific,3,5,9,CFD-WM-235-147-N.jpg,CFD-LM-249-001-N.jpg,0,1,3,2894.5749999983236,420.7100000055507
randomwalks,prolific,3,8,12,CFD-AM-234-355-N.jpg,CFD-BM-205-001-N.jpg,0,1,3,4413.695000010077,868.2799999951385
randomwalks,prolific,3,3,6,CFD-AF-205-155-N.jpg,CFD-BM-237-188-N.jpg,0,1,3,1365.1649999956137,549.034999989206
randomwalks,prolific,3,3,13,CFD-AF-205-155-N.jpg,CFD-LM-253-075-N.jpg,0,1,3,2325.219999998808,301.1750000005122
randomwalks,prolific,3,8,11,CFD-AM-234-355-N.jpg,CFD-BF-247-179-N.jpg,0,1,3,1374.0749999997206,277.63000001129694
randomwalks,prolific,3,3,5,CFD-AF-205-155-N.jpg,CFD-LM-249-001-N.jpg,1,1,3,1102.9100000013132,253.0950000071898
randomwalks,prolific,3,4,8,CFD-AM-234-355-N.jpg,CFD-LF-254-125-N.jpg,0,1,3,1781.3999999926891,261.63500000257045
randomwalks,prolific,3,2,5,CFD-AM-202-079-N.jpg,CFD-LM-249-001-N.jpg,0,1,3,1443.6699999934062,215.38999999780208
randomwalks,prolific,3,7,12,CFD-BM-205-001-N.jpg,CFD-AF-214-139-N.jpg,0,0,1,2389.324999996461,1909.3049999936484
randomwalks,prolific,3,7,8,CFD-AM-234-355-N.jpg,CFD-AF-214-139-N.jpg,0,0,1,2714.4950000073295,293.23999999905936
randomwalks,prolific,3,5,13,CFD-LM-249-001-N.jpg,CFD-LM-253-075-N.jpg,0,1,3,6895.604999998119,1044.5650000036694
randomwalks,prolific,3,8,10,CFD-AM-234-355-N.jpg,CFD-WF-252-159-N.jpg,1,1,3,2556.4050000102725,612.2400000020862
randomwalks,prolific,3,4,9,CFD-LF-254-125-N.jpg,CFD-WM-235-147-N.jpg,0,1,3,6055.014999990817,235.57000000425617
randomwalks,prolific,3,9,12,CFD-WM-235-147-N.jpg,CFD-BM-205-001-N.jpg,0,0,1,2819.3199999951757,364.9250000016764
randomwalks,prolific,3,6,13,CFD-BM-237-188-N.jpg,CFD-LM-253-075-N.jpg,0,1,3,2722.0000000088476,300.394999998156
randomwalks,prolific,3,2,7,CFD-AM-202-079-N.jpg,CFD-AF-214-139-N.jpg,0,1,3,2515.8500000105705,205.4349999963306
randomwalks,prolific,3,1,3,CFD-WM-238-020-N.jpg,CFD-AF-205-155-N.jpg,0,1,3,1295.0800000107847,221.48999999603257
randomwalks,prolific,3,4,7,CFD-LF-254-125-N.jpg,CFD-AF-214-139-N.jpg,0,1,3,672.6800000031944,230.0300000060815
randomwalks,prolific,3,2,3,CFD-AM-202-079-N.jpg,CFD-AF-205-155-N.jpg,1,1,3,752.3349999974016,237.58000000100583
randomwalks,prolific,3,1,8,CFD-WM-238-020-N.jpg,CFD-AM-234-355-N.jpg,1,1,3,661.7650000115391,205.5649999964517
