sub_id,from,to,from_face,to_face,edge,choice,confidence,rt_choice,rt_confidence
3,4,2,CFD-BF-223-250-N.jpg,CFD-BM-203-001-N.jpg,1,1,4,961,1095
3,9,11,CFD-AM-203-086-N.jpg,CFD-WM-208-068-N.jpg,1,1,4,2534,487
3,11,9,CFD-WM-208-068-N.jpg,CFD-AM-203-086-N.jpg,1,1,4,1353,243
3,11,4,CFD-WM-208-068-N.jpg,CFD-BF-223-250-N.jpg,0,1,2,2308,1148
3,7,2,CFD-WM-209-038-N.jpg,CFD-BM-203-001-N.jpg,0,1,2,2470,687
3,13,10,CFD-LF-222-147-N.jpg,CFD-AF-252-135-N.jpg,0,0,2,1725,644
3,11,7,CFD-WM-208-068-N.jpg,CFD-WM-209-038-N.jpg,0,1,2,3412,1328
3,1,2,CFD-WF-214-122-N.jpg,CFD-BM-203-001-N.jpg,1,1,4,2163,1078
3,2,13,CFD-BM-203-001-N.jpg,CFD-LF-222-147-N.jpg,0,1,2,1918,799
3,12,2,CFD-LM-212-143-N.jpg,CFD-BM-203-001-N.jpg,0,0,2,4753,588
3,4,10,CFD-BF-223-250-N.jpg,CFD-AF-252-135-N.jpg,0,0,2,1190,343
3,3,1,CFD-BF-210-130-N.jpg,CFD-WF-214-122-N.jpg,0,0,2,2395,1131
3,6,4,CFD-LM-231-214-N.jpg,CFD-BF-223-250-N.jpg,1,0,2,3849,352
3,1,9,CFD-WF-214-122-N.jpg,CFD-AM-203-086-N.jpg,0,0,2,2237,313
3,1,11,CFD-WF-214-122-N.jpg,CFD-WM-208-068-N.jpg,0,0,2,3048,742
3,8,5,CFD-AM-229-224-N.jpg,CFD-LF-230-203-N.jpg,0,0,2,3127,255
3,3,12,CFD-BF-210-130-N.jpg,CFD-LM-212-143-N.jpg,0,0,2,4054,223
3,12,6,CFD-LM-212-143-N.jpg,CFD-LM-231-214-N.jpg,0,0,2,2078,342
3,10,4,CFD-AF-252-135-N.jpg,CFD-BF-223-250-N.jpg,0,0,2,1718,186
3,4,8,CFD-BF-223-250-N.jpg,CFD-AM-229-224-N.jpg,0,0,2,1707,199
3,1,7,CFD-WF-214-122-N.jpg,CFD-WM-209-038-N.jpg,0,0,2,3705,169
3,7,5,CFD-WM-209-038-N.jpg,CFD-LF-230-203-N.jpg,1,0,2,1377,507
3,7,6,CFD-WM-209-038-N.jpg,CFD-LM-231-214-N.jpg,1,1,3,1650,668
3,3,8,CFD-BF-210-130-N.jpg,CFD-AM-229-224-N.jpg,0,1,2,4886,679
3,7,9,CFD-WM-209-038-N.jpg,CFD-AM-203-086-N.jpg,0,1,3,2635,785
