param_name,param_value,optim_value,convergence,optimizer_run
w_naught,-0.12318518801964354,1237.995724084878,converged,1
w_mem,1.1293088273379743,1237.995724084878,converged,1
w_sr,-3.675555849433078,1237.995724084878,converged,1
sr_gamma,1.8923840698322736,1237.995724084878,converged,1
w_naught,-0.12311725238977769,1237.995977406333,converged,2
w_mem,1.1307787804661398,1237.995977406333,converged,2
w_sr,-3.6208359077013355,1237.995977406333,converged,2
sr_gamma,1.8678757083879731,1237.995977406333,converged,2
w_naught,-0.12327028619465477,1237.996109998135,converged,3
w_mem,1.1300574698515233,1237.996109998135,converged,3
w_sr,-3.6155999818710973,1237.996109998135,converged,3
sr_gamma,1.8684088860974941,1237.996109998135,converged,3
w_naught,-0.12273971352068805,1238.0142998468987,converged,4
w_mem,1.126403725485845,1238.0142998468987,converged,4
w_sr,-3.930367298107255,1238.0142998468987,converged,4
sr_gamma,1.9895974336047524,1238.0142998468987,converged,4
w_naught,-0.12313597458199589,1237.995764300184,converged,5
w_mem,1.1307113171248573,1237.995764300184,converged,5
w_sr,-3.6304118382690627,1237.995764300184,converged,5
sr_gamma,1.8718046382013838,1237.995764300184,converged,5
w_naught,-0.1231527417695932,1237.9956179447345,converged,6
w_mem,1.1307012234248126,1237.9956179447345,converged,6
w_sr,-3.6477194849676993,1237.9956179447345,converged,6
sr_gamma,1.8788307695435775,1237.9956179447345,converged,6
w_naught,-0.12317880019067948,1237.9956108891386,converged,7
w_mem,1.1294689765365957,1237.9956108891386,converged,7
w_sr,-3.6608925072925924,1237.9956108891386,converged,7
sr_gamma,1.8861857538726765,1237.9956108891386,converged,7
w_naught,-0.12322425274282879,1237.9956527543484,converged,8
w_mem,1.1298261621917567,1237.9956527543484,converged,8
w_sr,-3.6442583355735927,1237.9956527543484,converged,8
sr_gamma,1.8794701713441375,1237.9956527543484,converged,8
w_naught,-0.1232078682508333,1237.995621736302,converged,9
w_mem,1.1299719292929704,1237.995621736302,converged,9
w_sr,-3.6575076708841303,1237.995621736302,converged,9
sr_gamma,1.8840388633133935,1237.995621736302,converged,9
w_naught,-0.12318671653151898,1237.995592599483,converged,10
w_mem,1.1297124946744153,1237.995592599483,converged,10
w_sr,-3.6537851175874625,1237.995592599483,converged,10
sr_gamma,1.88308566620389,1237.995592599483,converged,10
w_naught,-0.12316929170664881,1237.9955874720108,converged,11
w_mem,1.1303811538226196,1237.9955874720108,converged,11
w_sr,-3.6470492187158357,1237.9955874720108,converged,11
sr_gamma,1.879102718079048,1237.9955874720108,converged,11
w_naught,-0.12316501231378738,1237.995596197735,converged,12
w_mem,1.130494657556885,1237.995596197735,converged,12
w_sr,-3.6555938635839365,1237.995596197735,converged,12
sr_gamma,1.8822013306132581,1237.995596197735,converged,12
w_naught,-0.12319270981223324,1237.9955872927328,converged,13
w_mem,1.1302210945484328,1237.9955872927328,converged,13
w_sr,-3.6512027834906,1237.9955872927328,converged,13
sr_gamma,1.8812310613814818,1237.9955872927328,converged,13
w_naught,-0.12304993564148026,1237.9986005261442,converged,14
w_mem,1.1283260869749436,1237.9986005261442,converged,14
w_sr,-3.7680378534168013,1237.9986005261442,converged,14
