param_name,param_value,optim_value,convergence,optimizer_run
w_naught,-0.0894786630570853,48.47868119221781,converged,1
w_mem,0.22226007336232934,48.47868119221781,converged,1
w_naught,-0.08950603972447238,48.47867836865469,converged,2
w_mem,0.22208506712269155,48.47867836865469,converged,2
w_naught,-0.08950200564407546,48.47867893595252,converged,3
w_mem,0.2218610482658161,48.47867893595252,converged,3
w_naught,-0.0895076979862926,48.478678518850636,converged,4
w_mem,0.22194287111408928,48.478678518850636,converged,4
w_naught,-0.08949135222467611,48.47867880226129,converged,5
w_mem,0.22213314386940394,48.47867880226129,converged,5
w_naught,-0.08946023280210502,48.47867903843821,converged,6
w_mem,0.2218142480468075,48.47867903843821,converged,6
w_naught,-0.08943990972722599,48.47867985706733,converged,7
w_mem,0.22188017745456895,48.47867985706733,converged,7
w_naught,-0.08946642739159505,48.47867928879116,converged,8
w_mem,0.22207747290702784,48.47867928879116,converged,8
w_naught,-0.08953447517158149,48.478679278176394,converged,9
w_mem,0.22208527456766508,48.478679278176394,converged,9
w_naught,-0.08947183983050716,48.47867854315223,converged,10
w_mem,0.22186590065939615,48.47867854315223,converged,10
w_naught,-0.08951133600608453,48.47867848934474,converged,11
w_mem,0.22210068311488007,48.47867848934474,converged,11
w_naught,-0.0894475592656545,48.47867937214132,converged,12
w_mem,0.2218713308780205,48.47867937214132,converged,12
w_naught,-0.08953100204969658,48.47868464897444,converged,13
w_mem,0.22250701901037956,48.47868464897444,converged,13
w_naught,-0.08946293298898747,48.478680182485064,converged,14
w_mem,0.22213390635653738,48.478680182485064,converged,14
w_naught,-0.08948012058958561,48.47867831918474,converged,15
w_mem,0.221900986925755,48.47867831918474,converged,15
w_naught,-0.08950600764072646,48.47867863968904,converged,16
w_mem,0.22191402432312968,48.47867863968904,converged,16
w_naught,-0.0895302263972562,48.47867945923738,converged,17
w_mem,0.22219918244936393,48.47867945923738,converged,17
w_naught,-0.08948071004332579,48.478678284318065,converged,18
w_mem,0.22191022648243647,48.478678284318065,converged,18
w_naught,-0.08947580599662244,48.478678432762045,converged,19
w_mem,0.22201442769749702,48.478678432762045,converged,19
w_naught,-0.08948741045318546,48.47868353761305,converged,20
w_mem,0.22238978172623647,48.47868353761305,converged,20
w_naught,-0.08945899855109077,48.47867892436739,converged,21
w_mem,0.2219640599394223,48.47867892436739,converged,21
w_naught,-0.08947558942116471,48.478678328957315,converged,22
w_mem,0.2219142006717263,48.478678328957315,converged,22
w_naught,-0.08950766048149801,48.478679263647656,converged,23
w_mem,0.2218529458362015,48.478679263647656,converged,23
w_naught,-0.08949889151086149,48.47867821086415,converged,24
w_mem,0.22196532278128173,48.47867821086415,converged,24
w_naught,-0.08945663365669343,48.478679392396074,converged,25
w_mem,0.22202133962404547,48.478679392396074,converged,25
