param_name,param_value,optim_value,convergence,optimizer_run
w_naught,-0.15306274238505907,45.51864675193543,converged,1
w_mem,-0.018469151514522348,45.51864675193543,converged,1
w_sr,1.7902871498739756,45.51864675193543,converged,1
sr_gamma,2.3591718240421766,45.51864675193543,converged,1
w_naught,-0.15315074747139426,45.518643006840286,converged,2
w_mem,-0.019039384041213313,45.518643006840286,converged,2
w_sr,1.7934890366656586,45.518643006840286,converged,2
sr_gamma,2.3601720777776953,45.518643006840286,converged,2
w_naught,-0.09213427792258794,47.69262048092351,converged,3
w_mem,0.2906388381668864,47.69262048092351,converged,3
w_sr,0.09257248997627363,47.69262048092351,converged,3
sr_gamma,-1.5034611621939435,47.69262048092351,converged,3
w_naught,-0.15312915444933295,45.51864376036256,converged,4
w_mem,-0.018668782186718528,45.51864376036256,converged,4
w_sr,1.7929040101276958,45.51864376036256,converged,4
sr_gamma,2.3613976116209745,45.51864376036256,converged,4
w_naught,-0.15306577206944563,45.51864603680653,converged,5
w_mem,-0.01859956287919077,45.51864603680653,converged,5
w_sr,1.7901196722783865,45.51864603680653,converged,5
sr_gamma,2.3587221792183404,45.51864603680653,converged,5
w_naught,-0.15318090461681266,45.518644574295635,converged,6
w_mem,-0.019287960826224533,45.518644574295635,converged,6
w_sr,1.7955642523289777,45.518644574295635,converged,6
sr_gamma,2.3614859558820567,45.518644574295635,converged,6
w_naught,-0.15310387816246424,45.51864347811871,converged,7
w_mem,-0.018931325329905935,45.51864347811871,converged,7
w_sr,1.792842249336534,45.51864347811871,converged,7
sr_gamma,2.3600984333482735,45.51864347811871,converged,7
w_naught,-0.1530884807014687,45.518645166803424,converged,8
w_mem,-0.01889983642684933,45.518645166803424,converged,8
w_sr,1.7906599916936807,45.518645166803424,converged,8
sr_gamma,2.357845673955267,45.518645166803424,converged,8
w_naught,-0.153082102153395,45.51865170382588,converged,9
w_mem,-0.01934679984796465,45.51865170382588,converged,9
w_sr,1.7917881136333065,45.51865170382588,converged,9
sr_gamma,2.360070225330948,45.51865170382588,converged,9
w_naught,-0.15307133035027978,45.51864550858823,converged,10
w_mem,-0.01845450779011676,45.51864550858823,converged,10
w_sr,1.7935744016625614,45.51864550858823,converged,10
