param_name,param_value,optim_value,convergence,optimizer_run
w_naught,-0.0486833568775977,101.9119762737272,converged,1
w_mem,0.3412524743529982,101.9119762737272,converged,1
w_naught,-0.048585622588752875,101.91196396194908,converged,2
w_mem,0.340818989661724,101.91196396194908,converged,2
w_naught,-0.0485606262045913,101.91196510281897,converged,3
w_mem,0.34075176500697324,101.91196510281897,converged,3
w_naught,-0.048566504302203724,101.91196380541977,converged,4
w_mem,0.3408740150456125,101.91196380541977,converged,4
w_naught,-0.048611100584990186,101.91196660496773,converged,5
w_mem,0.34078356257524234,101.91196660496773,converged,5
w_naught,-0.04859304817879884,101.9119641811306,converged,6
w_mem,0.34110927304736605,101.9119641811306,converged,6
w_naught,-0.04854967531362117,101.91196857085501,converged,7
w_mem,0.34110601097217974,101.91196857085501,converged,7
w_naught,-0.04864408166162695,101.91196780712033,converged,8
w_mem,0.34116591231091836,101.91196780712033,converged,8
w_naught,-0.04854064938960209,101.91196639293852,converged,9
w_mem,0.3408472867757804,101.91196639293852,converged,9
w_naught,-0.04859447148547479,101.91196473828137,converged,10
w_mem,0.34114503355101744,101.91196473828137,converged,10
w_naught,-0.04845389784001661,101.91198930727917,converged,11
w_mem,0.3406383265356854,101.91198930727917,converged,11
w_naught,-0.04859760013895834,101.91196370763406,converged,12
w_mem,0.3410763460943087,101.91196370763406,converged,12
w_naught,-0.048560263357629835,101.91196422871958,converged,13
w_mem,0.34088874411085685,101.91196422871958,converged,13
w_naught,-0.04856872893236544,101.91196442237198,converged,14
w_mem,0.34078203411666325,101.91196442237198,converged,14
w_naught,-0.048621445205876065,101.9119647389304,converged,15
w_mem,0.3410018645970674,101.9119647389304,converged,15
w_naught,-0.04853404685978531,101.91196744385356,converged,16
w_mem,0.3407732519022993,101.91196744385356,converged,16
w_naught,-0.04857739896781153,101.91196588801942,converged,17
w_mem,0.3411500381639718,101.91196588801942,converged,17
w_naught,-0.048569567775898825,101.91196363347609,converged,18
w_mem,0.34093341176676045,101.91196363347609,converged,18
w_naught,-0.048568505114138696,101.911965044549,converged,19
w_mem,0.34074073287206846,101.911965044549,converged,19
w_naught,-0.04854619423765721,101.91196592999088,converged,20
w_mem,0.34091763915423084,101.91196592999088,converged,20
w_naught,-0.04860472260083118,101.91196372424957,converged,21
w_mem,0.3410667907659191,101.91196372424957,converged,21
w_naught,-0.04863084549588399,101.91196569857362,converged,22
w_mem,0.3410778232775553,101.91196569857362,converged,22
w_naught,-0.04860952033208059,101.91196866514925,converged,23
w_mem,0.34070288114685976,101.91196866514925,converged,23
w_naught,-0.04857395732780122,101.91196499497623,converged,24
w_mem,0.340742360149197,101.91196499497623,converged,24
w_naught,-0.04861524960983814,101.91196506071877,converged,25
w_mem,0.3411574699039115,101.91196506071877,converged,25
