param_name,param_value,optim_value,convergence,optimizer_run
w_naught,-0.02717185372339567,1182.2687134615348,converged,1
w_mem,0.6827527529189278,1182.2687134615348,converged,1
w_naught,-0.0271682598228859,1182.2686816543148,converged,2
w_mem,0.6834278610352842,1182.2686816543148,converged,2
w_naught,-0.027192053264418398,1182.2687553378378,converged,3
w_mem,0.6836654539487168,1182.2687553378378,converged,3
w_naught,-0.027167300346101465,1182.2686781844134,converged,4
w_mem,0.683397966389783,1182.2686781844134,converged,4
w_naught,-0.027178103589770686,1182.2686791300139,converged,5
w_mem,0.6830527021496076,1182.2686791300139,converged,5
w_naught,-0.027155144064662285,1182.2686770338012,converged,6
w_mem,0.6832192187516509,1182.2686770338012,converged,6
w_naught,-0.027144460380684236,1182.2687049052647,converged,7
w_mem,0.6829852296760168,1182.2687049052647,converged,7
w_naught,-0.0271813606293971,1182.26869016725,converged,8
w_mem,0.6834162539488767,1182.26869016725,converged,8
w_naught,-0.027160976776032856,1182.2686672929103,converged,9
w_mem,0.6831212095131032,1182.2686672929103,converged,9
w_naught,-0.027154639294806292,1182.2686983649253,converged,10
w_mem,0.6828290559139392,1182.2686983649253,converged,10
w_naught,-0.02715709863735298,1182.2686779781736,converged,11
w_mem,0.6829772961783449,1182.2686779781736,converged,11
w_naught,-0.02719547465228802,1182.2687252280264,converged,12
w_mem,0.6831851828394429,1182.2687252280264,converged,12
w_naught,-0.027162524990889253,1182.2686811754907,converged,13
w_mem,0.6829077116078895,1182.2686811754907,converged,13
w_naught,-0.027172105208948305,1182.268729999864,converged,14
w_mem,0.682685056423892,1182.268729999864,converged,14
w_naught,-0.02714054091901811,1182.2687792597762,converged,15
w_mem,0.6835752793129888,1182.2687792597762,converged,15
w_naught,-0.02719668053866274,1182.2687628240851,converged,16
w_mem,0.6836251348304221,1182.2687628240851,converged,16
w_naught,-0.027160473212587733,1182.2686929260237,converged,17
w_mem,0.6828308089990436,1182.2686929260237,converged,17
w_naught,-0.02716232565971711,1182.268669364632,converged,18
w_mem,0.6830371586273679,1182.268669364632,converged,18
w_naught,-0.02718331988958859,1182.2686854876827,converged,19
w_mem,0.6832975591659052,1182.2686854876827,converged,19
w_naught,-0.027155748552462396,1182.2686771573751,converged,20
w_mem,0.6830150669988674,1182.2686771573751,converged,20
w_naught,-0.027173443062279375,1182.2686941678603,converged,21
w_mem,0.6835091959829958,1182.2686941678603,converged,21
w_naught,-0.027168500769926288,1182.2686899015514,converged,22
w_mem,0.6828569301202598,1182.2686899015514,converged,22
w_naught,-0.027170057599425805,1182.268673599206,converged,23
w_mem,0.6833575590438765,1182.268673599206,converged,23
w_naught,-0.027193586701645373,1182.2687267950491,converged,24
w_mem,0.6830495078526481,1182.2687267950491,converged,24
w_naught,-0.027178272041632097,1182.2686755753252,converged,25
w_mem,0.683288097226823,1182.2686755753252,converged,25
