param_name,param_value,optim_value,convergence,optimizer_run
w_naught,0.07126487540224077,410.92081002565436,converged,1
w_sr,0.23882163519956423,410.92081002565436,converged,1
sr_gamma,-0.40372355688054373,410.92081002565436,converged,1
w_naught,0.07243883824754122,411.2096063278376,converged,2
w_sr,0.19541238469521716,411.2096063278376,converged,2
sr_gamma,-1.1919470418930465,411.2096063278376,converged,2
w_naught,0.07131411486532266,410.9209216325532,converged,3
w_sr,0.23819882074398013,410.9209216325532,converged,3
sr_gamma,-0.4133347764737284,410.9209216325532,converged,3
w_naught,0.07127285185632201,410.92079934152144,converged,4
w_sr,0.23842088499976083,410.92079934152144,converged,4
sr_gamma,-0.40976217016680305,410.92079934152144,converged,4
w_naught,0.0722398960841781,411.1415838552533,converged,5
w_sr,0.20072427168941892,411.1415838552533,converged,5
sr_gamma,-1.0776199099582207,411.1415838552533,converged,5
w_naught,0.07245802090787681,411.2480730035432,converged,6
w_sr,0.19409061098302965,411.2480730035432,converged,6
sr_gamma,-1.2540807741771829,411.2480730035432,converged,6
w_naught,0.07126540186477108,410.9207991306437,converged,7
w_sr,0.23857490436277454,410.9207991306437,converged,7
sr_gamma,-0.4084322366288391,410.9207991306437,converged,7
w_naught,0.0712673717763115,410.9207978230186,converged,8
w_sr,0.23849570230401895,410.9207978230186,converged,8
sr_gamma,-0.40835239313043725,410.9207978230186,converged,8
w_naught,0.0712675345963522,410.92080271878416,converged,9
w_sr,0.23847665909383903,410.92080271878416,converged,9
sr_gamma,-0.4075957916951633,410.92080271878416,converged,9
w_naught,0.07152281497181506,410.9386479852014,converged,10
w_sr,0.22699224257297718,410.9386479852014,converged,10
sr_gamma,-0.5830569049208449,410.9386479852014,converged,10
w_naught,0.07128730409807227,410.92083661337574,converged,11
w_sr,0.23815396341142778,410.92083661337574,converged,11
sr_gamma,-0.414562294279451,410.92083661337574,converged,11
w_naught,0.07128069242157228,410.9208085102993,converged,12
w_sr,0.23820421337061143,410.9208085102993,converged,12
sr_gamma,-0.41173595649343087,410.9208085102993,converged,12
w_naught,0.07145403017705443,410.93216693364417,converged,13
w_sr,0.22922499893574058,410.93216693364417,converged,13
sr_gamma,-0.5468997420490209,410.93216693364417,converged,13
w_naught,0.07126541504640041,410.920890981475,converged,14
w_sr,0.238410311804639,410.920890981475,converged,14
sr_gamma,-0.4043628422934318,410.920890981475,converged,14
w_naught,0.07128437454143188,410.92090679071015,converged,15
w_sr,0.2380779600642986,410.92090679071015,converged,15
sr_gamma,-0.40772048310632836,410.92090679071015,converged,15
w_naught,0.07127935309373609,410.9208036595208,converged,16
w_sr,0.23835939565932424,410.9208036595208,converged,16
sr_gamma,-0.409422974359233,410.9208036595208,converged,16
w_naught,0.0709644682463619,410.9391106934973,converged,17
w_sr,0.25175625269061025,410.9391106934973,converged,17
sr_gamma,-0.23732217186355678,410.9391106934973,converged,17
w_naught,0.07126079130045185,410.92080223721536,converged,18
w_sr,0.23862222823831922,410.92080223721536,converged,18
sr_gamma,-0.40825324092571624,410.92080223721536,converged,18
w_naught,0.07220987665234438,411.1203184977646,converged,19
w_sr,0.2021374426945587,411.1203184977646,converged,19
sr_gamma,-1.0397355925369722,411.1203184977646,converged,19
w_naught,0.07126292225446215,410.92080944011695,converged,20
w_sr,0.2387253521343689,410.92080944011695,converged,20
sr_gamma,-0.4043642595659901,410.92080944011695,converged,20
w_naught,0.07119930641572214,410.9213884001177,converged,21
w_sr,0.23916230936956356,410.9213884001177,converged,21
sr_gamma,-0.3920942812420358,410.9213884001177,converged,21
w_naught,0.07126513415058644,410.92080104428777,converged,22
w_sr,0.23868402670590178,410.92080104428777,converged,22
sr_gamma,-0.4057397935930206,410.92080104428777,converged,22
w_naught,0.07126023504948864,410.9208073462346,converged,23
w_sr,0.23884682932288276,410.9208073462346,converged,23
sr_gamma,-0.40412367216428796,410.9208073462346,converged,23
w_naught,0.07128113679612398,410.92089045783786,converged,24
w_sr,0.23789905295742125,410.92089045783786,converged,24
sr_gamma,-0.4111171697999937,410.92089045783786,converged,24
w_naught,0.07128002720989138,410.9208052040585,converged,25
w_sr,0.23832412330105524,410.9208052040585,converged,25
sr_gamma,-0.4096603121881941,410.9208052040585,converged,25
