task,study,sub_id,model,param_name,param_value,optim_value,convergence,optimizer_run
Memory,Paired Associates,27,SR,w_naught,-0.2012181983327855,62.76437903927786,converged,5
Memory,Paired Associates,27,SR,w_sr,2.4052258858749513,62.76437903927786,converged,5
Memory,Paired Associates,27,SR,sr_gamma,0.5805819478836313,62.76437903927786,converged,5
Memory,Paired Associates,28,Mem.,w_naught,-0.35538467044185784,30.37001889402297,converged,11
Memory,Paired Associates,28,Mem.,w_mem,1.3603651078631671,30.37001889402297,converged,11
Memory,Paired Associates,28,Mem. + SR,w_naught,-0.35273375350152614,30.220266228290704,converged,10
Memory,Paired Associates,28,Mem. + SR,w_mem,2.3450088642031788,30.220266228290704,converged,10
Memory,Paired Associates,28,Mem. + SR,w_sr,-1.0614910205036865,30.220266228290704,converged,10
Memory,Paired Associates,28,Mem. + SR,sr_gamma,9.631065150740631e-9,30.220266228290704,converged,10
Memory,Paired Associates,28,SR,w_naught,-0.36079775613503456,31.047179663721263,converged,14
Memory,Paired Associates,28,SR,w_sr,1.5959698272403489,31.047179663721263,converged,14
Memory,Paired Associates,28,SR,sr_gamma,0.09801791812004775,31.047179663721263,converged,14
Memory,Paired Associates,29,Mem.,w_naught,-0.17166243664920883,62.88090091360243,converged,9
Memory,Paired Associates,29,Mem.,w_mem,1.0458775350950842,62.88090091360243,converged,9
Memory,Paired Associates,29,Mem. + SR,w_naught,-0.17212376502268206,62.750626611789514,converged,4
Memory,Paired Associates,29,Mem. + SR,w_mem,1.5577715680231393e-4,62.750626611789514,converged,4
Memory,Paired Associates,29,Mem. + SR,w_sr,1.129138112569799,62.750626611789514,converged,4
Memory,Paired Associates,29,Mem. + SR,sr_gamma,1.3033753466902404e-7,62.750626611789514,converged,4
Memory,Paired Associates,29,SR,w_naught,-0.172117808653761,62.75062663625152,converged,11
Memory,Paired Associates,29,SR,w_sr,1.129281108325257,62.75062663625152,converged,11
Memory,Paired Associates,29,SR,sr_gamma,1.876663583554309e-7,62.75062663625152,converged,11
Memory,Paired Associates,30,Mem.,w_naught,-0.16445127598504916,75.45512698906681,converged,4
Memory,Paired Associates,30,Mem.,w_mem,0.602032893122828,75.45512698906681,converged,4
Memory,Paired Associates,30,Mem. + SR,w_naught,-0.1363523626911054,73.28629676938094,converged,1
Memory,Paired Associates,30,Mem. + SR,w_mem,1.3999946247636923,73.28629676938094,converged,1
Memory,Paired Associates,30,Mem. + SR,w_sr,-2.457842008411621,73.28629676938094,converged,1
Memory,Paired Associates,30,Mem. + SR,sr_gamma,0.7068133252043178,73.28629676938094,converged,1
Memory,Paired Associates,30,SR,w_naught,-0.1656724939956845,75.10645022024383,converged,11
Memory,Paired Associates,30,SR,w_sr,0.6616480154112796,75.10645022024383,converged,11
Memory,Paired Associates,30,SR,sr_gamma,3.651555048549249e-8,75.10645022024383,converged,11
Memory,Random Walks,1,Mem.,w_naught,0.01638681659793442,53.59113576584677,converged,3
Memory,Random Walks,1,Mem.,w_mem,0.050814720689194653,53.59113576584677,converged,3
Memory,Random Walks,1,Mem. + SR,w_naught,0.01668131569733298,52.321913763919135,converged,13
Memory,Random Walks,1,Mem. + SR,w_mem,-0.8657506032571779,52.321913763919135,converged,13
Memory,Random Walks,1,Mem. + SR,w_sr,0.9284704972224596,52.321913763919135,converged,13
Memory,Random Walks,1,Mem. + SR,sr_gamma,0.008600641377178942,52.321913763919135,converged,13
Memory,Random Walks,1,SR,w_naught,0.01210921283325793,53.36685790736224,converged,23
Memory,Random Walks,1,SR,w_sr,0.10451528954707176,53.36685790736224,converged,23
Memory,Random Walks,1,SR,sr_gamma,3.0376761488811693e-6,53.36685790736224,converged,23
Memory,Random Walks,2,Mem.,w_naught,-0.11449594853602447,44.42181546942653,converged,16
Memory,Random Walks,2,Mem.,w_mem,0.4798215529965091,44.42181546942653,converged,16
Memory,Random Walks,2,Mem. + SR,w_naught,-0.11588824650798824,44.22895762240089,converged,21
Memory,Random Walks,2,Mem. + SR,w_mem,0.14008009060835336,44.22895762240089,converged,21
Memory,Random Walks,2,Mem. + SR,w_sr,0.37181016100872166,44.22895762240089,converged,21
Memory,Random Walks,2,Mem. + SR,sr_gamma,0.08135476294529266,44.22895762240089,converged,21
Memory,Random Walks,2,SR,w_naught,-0.11560527083914789,44.259036147165425,converged,7
Memory,Random Walks,2,SR,w_sr,0.5183504467053472,44.259036147165425,converged,7
Memory,Random Walks,2,SR,sr_gamma,0.08671306825016169,44.259036147165425,converged,7
Memory,Random Walks,3,Mem.,w_naught,0.11461598849459076,42.04573234518264,converged,1
Memory,Random Walks,3,Mem.,w_mem,0.073822082587257,42.04573234518264,converged,1
Memory,Random Walks,3,Mem. + SR,w_naught,0.08380036609281519,40.299601039692305,converged,13
Memory,Random Walks,3,Mem. + SR,w_mem,-0.7312524795722327,40.299601039692305,converged,13
Memory,Random Walks,3,Mem. + SR,w_sr,1.4792192539903788,40.299601039692305,converged,13
Memory,Random Walks,3,Mem. + SR,sr_gamma,0.5621950847551341,40.299601039692305,converged,13
